,Unnamed: 0,URL,Price,Marka,Model,İşletim Sistemi,Ön Kamera Çözünürlüğü,Arka Kamera Çözünürlüğü,Bellek Kapasitesi,Batarya Kapasitesi,Ekran Boyutu,Ekran Çözünürlüğü,Garanti Türü,Hızlı Şarj Özelliği,Çift Hatlı,Toza Dayanıklılık,En,NFC,GPS,Hafıza Kartı Desteği,Yonga Seti (Chipset),4.5G Desteği,İşlemci,Bluetooth Sürüm,Arka Kamera Video Kayıt Çözünürlüğü,CPU Frekansı,Ekran / Gövde Oranı,Optik Görüntü Sabitleyici,Çözünürlük Standardı,USB Bağlantı Tipi,USB Versiyonu,Boy,İkinci Arka Kamera Çözünürlüğü,Kalınlık,Suya Dayanıklılık,Parmak izi Okuyucu,Üçüncü Arka Kamera Çözünürlüğü,Ağırlık,Arka Kamera Video FPS Değeri,Dördüncü Arka Kamera Çözünürlüğü,CPU Çekirdeği,Ekran Tipi,5G Desteği,Yüz Tanıma,Toza Dayanıklılık Seviyesi,Suya Dayanıklılık Seviyesi,1.Yardımcı İşlemci,İkinci Ön Kamera Çözünürlüğü,Kamera Zoom,2.Yardımcı İşlemci,Beşinci Arka Kamera Çözünürlüğü,Dahili_Hafiza
1504,1504,https://www.n11.com/urun/xiaomi-redmi-note-8-pro-64-gb6-gb-xiaomi-turkiye-garantili-1128174?magaza=ceptemax," 3.319,00 ", Xiaomi, Redmi Note 8 Pro, Android, 20 MP, 64 MP, 6 GB, 4500 mAh," 6.53""", 1080 x 2340, Distribütör Garantili, Var, Var, Var, 76.4 MM, Var, Var, Var, MediaTek Helio G90T, Var, Dual-Core 2.05 GHz ARM Cortex-A76,5.0, 2160p (Ultra HD) 4K, 2.05 GHz, % 84.1, Yok, FHD+, USB Type-C, 2.0, 161.3 MM, 8 MP, 8.8 MM, Var, Var, 2 MP, 199 G, 30 fps, 2 MP,8.0, IPS LCD, Yok, Var, IP5X, IPX2,,,,,,64.0
1505,1505,https://www.n11.com/urun/samsung-galaxy-a30-64-gb-samsung-turkiye-garantili-902104?magaza=akay-bilisim," 2.999,00 ", Samsung, Galaxy A30, Android, 16 MP, 16 MP, 4 GB, 4000 mAh," 6.4""", 1080 x 2340, Distribütör Garantili, Var, Yok, Yok, 74.7 MM, Yok, Var, Var, Samsung Exynos 7 Series 7904, Var, Dual-Core 1.8 GHz ARM Cortex-A73,5.0, 1080p (Full HD), 1.8 GHz, % 84.5, Yok, FHD+, USB Type-C, 2.0, 158.5 MM, 5 MP, 7.7 MM, Yok, Var,, 165 G, 30 fps,,8.0, Super AMOLED, Yok,,,,,,,,,64.0
1506,1506,https://www.n11.com/urun/samsung-galaxy-note10-star-wars-special-edition-256-gb-samsung-turkiye-garantili-1402367?magaza=e-markets," 10.500,00 ", Samsung, Galaxy Note10+, Android, 10 MP, 16 MP, 8 GB, 4300 mAh," 6.3""", 2280 x 1080, Distribütör Garantili,,,, 71.8 MM, Var, Var,,,,,5.0, 2160p (Ultra HD) 4K,,,, FHD+, USB Type-C,, 151 MM, 12 MP, 7.9 MM,, Var, 12 MP, 168 G, 60 fps,,8.0, Dynamic AMOLED,,,,,,,,,,256.0
1507,1507,https://www.n11.com/urun/apple-iphone-11-128-gb-apple-turkiye-garantili-1107897?magaza=incehesap," 8.099,00 ", Apple, iPhone 11, iOS, 12 MP, 12 MP, 4 GB, 3046 mAh," 6.1""", 828 x 1792, Distribütör Garantili, Var, Yok, Var, 75.7 MM, Var, Var, Yok, Apple A13 Bionic, Var, Dual-Core 2.65 GHz Lightning,5.0, 2160p (Ultra HD) 4K, 2.65 GHz, % 78.31, Var, HD+, Lightning, 2.0, 150.9 MM, 12 MP, 8.3 MM, Var, Yok,, 194 G, 60 fps,,6.0, IPS LCD, Yok, Var, IP6X, IPX8,,,,,,128.0
1508,1508,https://www.n11.com/urun/apple-iphone-7-32-gb-apple-turkiye-garantili-124307?magaza=tepeavm," 4.125,00 ", Apple, iPhone 7, iOS, 7 MP, 12 MP, 2 GB, 1960 mAh," 4.7""", 750 x 1334, Distribütör Garantili, Yok, Yok, Var, 67.1 MM, Var, Var, Yok, Apple A10 Fusion, Var, Quad-Core 2.34 GHz,4.2, 2160p (Ultra HD) 4K, 2.34 GHz, % 65.61, Var, HD+, Lightning, 2.0, 138.3 MM,, 7.1 MM, Var, Var,, 138 G, 30 fps,,4.0, IPS LCD, Yok, Yok, IP6X, IPX7,,,,,,32.0
1509,1509,https://www.n11.com/urun/apple-iphone-11-64-gb-apple-turkiye-garantili-1109951?magaza=ceptemax," 7.559,90 ", Apple, iPhone 11, iOS, 12 MP, 12 MP, 4 GB, 3046 mAh," 6.1""", 828 x 1792, Distribütör Garantili, Var, Yok, Var, 75.7 MM, Var, Var, Yok, Apple A13 Bionic, Var, Dual-Core 2.65 GHz Lightning,5.0, 2160p (Ultra HD) 4K, 2.65 GHz, % 78.31, Var, HD+, Lightning, 2.0, 150.9 MM, 12 MP, 8.3 MM, Var, Yok,, 194 G, 60 fps,,6.0, IPS LCD, Yok, Var, IP6X, IPX8,,,,,,64.0
1510,1510,https://www.n11.com/urun/samsung-galaxy-a71-128-gb-samsung-turkiye-garantili-1275086?magaza=ceptemax," 4.039,00 ", Samsung, A71, Android, 32 MP, 64 MP, 8 GB, 4500 mAh," 6.7""", 1080 x 2400, Distribütör Garantili, Var, Var, Yok, 76 MM, Var, Var, Var, Qualcomm Snapdragon 730 (SM7150-AA), Var, Dual-core 2.2 Ghz Kryo 470 (Gold),5.0, 1080p (Full HD), 2.2 GHz, % 86.97, Yok, FHD+, USB Type-C, 2.0, 163.6 MM, 12 MP, 7.7 MM, Yok, Yok, 5 MP, 179 G, 30 fps, 5 MP,8.0, Super AMOLED, Yok,,,,,,,,,128.0
1511,1511,https://www.n11.com/urun/lg-k41s-32-gb-lg-turkiye-garantili-1484428?magaza=atikiletisim," 2.159,00 ", LG, K41S, Android, 8 MP, 13 MP, 3 GB, 4000 mAh," 6.55""", 720 x 1600, Distribütör Garantili,,,, 76.4 MM,, Var, Var, MediaTek MT6762 (Helio P22), Var, Quad-Core 2.0GHz ARM Cortex-A53,5.0, 1080p (Full HD), 2.0 GHz, % 81.62,, HD+, USB Type-C, 2.0, 165.7 MM, 5 MP, 8.2 MM,, Var, 2 MP, 191.7 G, 30 fps, 2 MP,8.0, IPS LCD,,,,,,,,,,32.0
1512,1512,https://www.n11.com/urun/xiaomi-redmi-note-9s-duos-64-gb-xiaomi-turkiye-garantili-1348266?magaza=bittibitiyor," 3.010,00 ", Xiaomi, Redmi Note 9S, Android, 16 MP, 48 MP, 4 GB, 5020 mAh," 6.67""", 1080 x 2400, Distribütör Garantili, Var, Var,, 76.68 MM,, Var, Var, Qualcomm Snapdragon 720G (SM7125), Var, Dual-core 2.3 GHz ARM Cortex-A76 (Kryo 465),5.0, 2160p (Ultra HD) 4K, 2.3 GHz, % 84.27, Yok, FHD+, USB Type-C, 2.0, 165.75 MM, 8 MP, 8.8 MM,, Var, 5 MP, 209 G, 30 fps, 2 MP,8.0, IPS LCD, Yok, Var,,,,,,,,64.0
1513,1513,https://www.n11.com/urun/xiaomi-mi-note-10-lite-64-gb-6-gb-ram-xiaomi-turkiye-garantili-1377383?magaza=bittibitiyor," 3.849,00 ", Xiaomi, Mi Note 10 Lite, Android, 16 MP, 64 MP, 6 GB, 5260 mAh," 6.47""", 1080 x 2340, Distribütör Garantili, Var, Var,, 74.2 MM, Var, Var, Yok, Qualcomm Snapdragon 730G (SM7150-AB), Var, Dual-core 2.2 Ghz Kryo 470 (Gold),5.0, 2160p (Ultra HD) 4K, 2.2 GHz, % 87.25, Yok, FHD+, USB Type-C, 2.0, 157.8 MM, 8 MP, 9.67 MM,, Var, 5 MP, 204 G, 30 fps, 2 MP,8.0, AMOLED, Yok, Var,,,,,,,,64.0
1514,1514,https://www.n11.com/urun/xiaomi-redmi-note-9-128-gb-xiaomi-turkiye-garantili-1387209?magaza=bittibitiyor," 2.949,90 ", Xiaomi, Redmi Note 9, Android, 13 MP, 48 MP, 4 GB, 5020 mAh," 6.53""", 1080 x 2340, Distribütör Garantili, Var, Var,, 77.2 MM,, Var, Var, MediaTek Helio G85, Var, Dual-core 2.0 GHz ARM Cortex-A75,5.0, 1080p (Full HD), 2 GHz, % 83.22,, Full HD, Type-C USB, 2.0, 162.3 MM, 8 MP, 8.9 MM, Var, Var, 2 MP, 199 G, 30 fps, 2 MP,8.0, IPS LCD,, Var,, Sadece Sıçramalara Karşı,,,,,,128.0
1515,1515,https://www.n11.com/urun/samsung-galaxy-a21s-duos-64-gb-samsung-turkiye-garantili-1402396?magaza=alkisiletisim," 2.689,00 ", Samsung, Galaxy A21S, Android, 13 MP, 48 MP, 4 GB, 5000 mAh," 6.5""", 720 x 1600, Distribütör Garantili, Var, Var,, 75.3 MM, Var, Var, Var, Samsung Exynos 850, Var, Quad-Core 2.0 GHz ARM Cortex-A55,5.0, 1080p (Full HD), 2 GHz, % 82.43,, HD+, USB Type-C, 2.0, 163.7 MM, 8 MP, 8.9 MM,, Var, 2 MP, 192 G, 30 fps, 2 MP,8.0, PLS,,,,,,,,,,64.0
1516,1516,https://www.n11.com/urun/samsung-galaxy-a11-32-gb-samsung-turkiye-garantili-1402323?magaza=alkisiletisim," 2.279,00 ", Samsung, Galaxy A11, Android, 8 MP, 13 MP, 2 GB, 4000 mAh," 6.4""", 720 x 1560, Distribütör Garantili, Var,,, 76.3 MM, Var, Var, Var, Qualcomm Snapdragon 450 (SDM450), Var, Octa-Core 1.8 Ghz ARM Cortex-A53,4.2, 1080p (Full HD), 1.8 GHz, % 81.4,, HD+, USB Type-C, 2.0, 161.4 MM, 5 MP, 8 MM,,, 2 MP, 177 G, 30 fps,,8.0, PLS,,,,,,,,,,32.0
1517,1517,https://www.n11.com/urun/oppo-a72-128-gb-oppo-turkiye-garantili-1436850?magaza=alkisiletisim," 3.028,00 ", Oppo, A72, Android, 16 MP, 48 MP, 4 GB, 4880 mAh," 6.5""", 2400 x 1080, Distribütör Garantili,,,, 75.5 MM, Var, Var,,,,,5.0,,,,,,,, 162 MM, 8 MP, 8.9 MM,,, 2 MP, 192 G,, 2 MP,, TFT LCD,,,,,,,,,,128.0
1518,1518,https://www.n11.com/urun/oppo-realme-c3i-duos-32-gb-realme-turkiye-garantili-1451350?magaza=alkisiletisim," 2.499,00 ", Oppo, Realme C3i Duos, Android,, 12 MP, 2 GB, 5000 mAh," 6.5""", 720 x 1600, Distribütör Garantili,, Var,, 75 MM,, Var, Var, MediaTek Helio G70, Var, Dual-core 2.0 GHz ARM Cortex-A75,5.0, 1080p (Full HD), 2 GHz, %82.7,, HD+, Micro-USB, 2.0, 164.4 MM, 2 MP, 9 MM,,,, 195 G, 30 fps,,8.0, IPS LCD,,,,,,,,,,32.0
1519,1519,https://www.n11.com/urun/casper-via-x20-premium-128-gb-casper-turkiye-garantili-1483733?magaza=alkisiletisim," 3.381,00 ", Casper, VIA.X20, Android 10 (Q), 25 MP, 48 MP, 6 GB, 4510 mAh, 163.73, 2340 x 1080, Distribütör Garantili, Var, Var,, 77.1, Yok, Var, 512 GB, MediaTek Helio™ P70, Var, A73 Cortex,4.2, FULL HD, 2.1GHz + 2.0 GHz, 84%,, 1080, Type-C USB,," 6.53""", 8 MP, 8.8 MM,, Var, 2 MP, 190 G, 30, 2 MP,8.0, Ips,, Var,,,,, Var,,,128.0
1520,1520,https://www.n11.com/urun/oppo-a5s-32-gb3-gb-oppo-turkiye-garantili-1126704?magaza=alkisiletisim," 2.199,00 ", Oppo, A5s, Android, 8 MP, 13 MP, 3 GB, 4230 mAh," 6.2""", 720 x 1520, Distribütör Garantili,, Yok, Yok, 75.4 MM, Yok, Var, Var, MediaTek MT6765 (Helio P35), Var, Quad-Core 2.3 GHz ARM Cortex-A53,4.2, 1080p (Full HD), 2.3 GHz, % 80.86, Yok, HD+, Micro-USB, 2.0, 155.9 MM, 2 MP, 8.2 MM, Yok, Var,, 170 G, 30 fps,,8.0, IPS LCD, Yok,,,,,,,,,32.0
1521,1521,https://www.n11.com/urun/tcl-10-plus-duos-64-gb-tcl-turkiye-garantili-1518790?magaza=alkisiletisim," 3.500,00 ", Tcl, 10 PLUS, Android, 16 MP, 48 MP, 6 GB, 4500 mAh," 6.47""", 1080 x 2340, Distribütör Garantili, Var, Var,, 72.88 MM, Var, Var, Var, Qualcomm Snapdragon 665 (SM6125), Var, Quad-core 2.0 GHz Kryo 260 (Gold),5.0, 2160p (Ultra HD) 4K, 2.0 GHz, % 89.02,,, USB Type-C, 2.0, 158.9 MM, 8 MP, 8.95 MM,, Var, 2 MP, 172 G, 30 fps, 2 MP,8.0, AMOLED,, Var,,, Quad-Core 1.8 GHz Kryo 260 (Silver),,,,,64.0
1522,1522,https://www.n11.com/urun/oppo-a31-64-gb-oppo-turkiye-garantili-1400774?magaza=alkisiletisim," 2.539,00 ", Oppo, A31, Android, 8 MP, 12 MP, 4 GB, 4230 mAh," 6.5""", 720 x 1600, Distribütör Garantili,,,, 75.5 MM,, Var, Var, MediaTek MT6765 (Helio P35), Var, Quad-core 2.3 GHz ARM Cortex-A53,5.0, 1080p (Full HD), 2.3 GHz, % 81.7,, HD+, Type-C USB, 2.0, 163.9 MM, 2 MP, 8.3 MM,, Var, 2 MP, 180 G, 30 fps,,8.0, IPS LCD,,,,,,,,,,64.0
1523,1523,https://www.n11.com/urun/huawei-p-smart-pro-128-gb-huawei-turkiye-garantili-1231347?magaza=hepsiphone," 2.859,00 ", Huawei, P Smart Pro, Android, 16 MP, 48 MP, 6 GB, 4000 mAh," 6.59""", 1080 x 2340, Distribütör Garantili,, Var,,, Yok, Var, Var,,, Quad-core 1.7 GHz ARM Cortex-A53,,,,,,,,,,,,,,,,,,, IPS LCD,,,,,,,,,,128.0
1524,1524,https://www.n11.com/urun/samsung-galaxy-note-5-32-gb-ithalatci-garantili-130275?magaza=nitech," 2.499,00 ", Samsung, Galaxy Note 5, Android, 5 MP, 16 MP, 4 GB, 3000 mAh," 5.7""", 1440 x 2560, İthalatçı Garantili, Var, Yok, Yok, 76.1 MM, Var, Var, Yok, Samsung Exynos 7 Octa 7420, Var, Quad-Core 2.1 GHz ARM Cortex-A57,4.2, 2160p (Ultra HD) 4K, 2.1 GHz, % 76.83, Var, QHD, Micro-USB, 2.0, 153.2 MM,, 7.6 MM, Yok, Var,, 171 G, 30 fps,,8.0, Super AMOLED, Yok,,,,,,,,,32.0
1525,1525,https://www.n11.com/urun/xiaomi-redmi-note-8-pro-64-gb6-gb-xiaomi-turkiye-garantili-1128174?magaza=hepsiphone," 3.319,00 ", Xiaomi, Redmi Note 8 Pro, Android, 20 MP, 64 MP, 6 GB, 4500 mAh," 6.53""", 1080 x 2340, Distribütör Garantili, Var, Var, Var, 76.4 MM, Var, Var, Var, MediaTek Helio G90T, Var, Dual-Core 2.05 GHz ARM Cortex-A76,5.0, 2160p (Ultra HD) 4K, 2.05 GHz, % 84.1, Yok, FHD+, USB Type-C, 2.0, 161.3 MM, 8 MP, 8.8 MM, Var, Var, 2 MP, 199 G, 30 fps, 2 MP,8.0, IPS LCD, Yok, Var, IP5X, IPX2,,,,,,64.0
1526,1526,https://www.n11.com/urun/samsung-galaxy-note-8-64-gb-samsung-turkiye-garantili-332217?magaza=berkegrup," 5.049,00 ", Samsung, Galaxy Note 8, Android, 8 MP, 12 MP, 6 GB, 3300 mAh," 6.3""", 1440 x 2960, Distribütör Garantili, Var, Yok, Var, 74.8 MM, Var, Var, Var, Samsung Exynos 9 Octa 8895, Var, Quad-Core 2.3 GHz Exynos M2,5.0, 2160p (Ultra HD) 4K, 2.3 GHz, % 82.87, Var, QHD+, USB Type-C, 3.1 Gen 1 (USB 3.0), 162.5 MM, 12 MP, 8.6 MM, Var, Var,, 195 G, 30 fps,,8.0, Super AMOLED, Yok,, IP6X, IPX8,,,,,,64.0
1527,1527,https://www.n11.com/urun/huawei-y9-prime-2019-128-gb-huawei-turkiye-garantili-1035340?magaza=e-babill," 2.615,00 ", Huawei, Y9 Prime, Android, 16 MP, 16 MP, 4 GB, 4000 mAh," 6.59""", 1080 x 2340, Distribütör Garantili, Yok, Var, Yok, 77.3 MM, Yok, Var, Var, Huawei Kirin 710F, Var, Quad-core 2.2 GHz ARM Cortex-A73,4.2, 1080p (Full HD), 2.2 GHz, % 84.35, Yok, FHD+, USB Type-C, 2.0, 163.5 MM, 8 MP, 8.8 MM, Yok, Var, 2 MP, 196.8 G, 30 fps,,8.0, IPS LCD, Yok,,,,,,,,,128.0
1528,1528,https://www.n11.com/urun/xiaomi-redmi-8-32-gb-xiaomi-turkiye-garantili-1163248?magaza=berkegrup," 2.269,00 ", Xiaomi, Redmi 8, Android, 8 MP, 12 MP, 3 GB, 5000 mAh," 6.26""", 720 x 1520, Distribütör Garantili, Var, Var, Yok, 75.41 MM, Var, Var, Var, Qualcomm Snapdragon 439 (SDM439), Var, 2.0 GHz Dual Core 1.45 GHz Hexa Core,4.2, 1080p (Full HD), 1.95 GHz, % 81.07, Yok, HD+, USB Type-C, 2.0, 156.48 MM, 2 MP, 9.4 MM, Var, Var,, 188 G, 30 fps,,8.0, IPS LCD, Yok, Var,,,,,,,,32.0
1529,1529,https://www.n11.com/urun/huawei-p40-lite-e-duos-64-gb-huawei-turkiye-garantili-1360048?magaza=beyazyaka," 2.550,00 ", Huawei, P40 Lite E, Android, 8 MP, 48 MP, 4 GB, 4000 mAh," 6.39""", 720 x 1560, Distribütör Garantili, Yok, Var, Yok, 76.13 MM, Yok, Var, Var, Huawei Kirin 710F, Var, Quad-Core 2.2 GHz ARM Cortex-A73,5.0, 1080p (Full HD), 2.2 GHz, % 82.18,, HD+, Micro-USB, 2.0, 159.81 MM, 8 MP, 8.13 MM, Yok, Var, 2 MP, 176 G, 60 fps,,8.0, IPS LCD, Yok, Var,,,,,,,,64.0
1530,1530,https://www.n11.com/urun/samsung-galaxy-s10-plus-128-gb-samsung-turkiye-garantili-874518?magaza=hepsiphone," 5.299,00 ", Samsung, Galaxy S10 Plus, Android, 16 MP, 12 MP, 8 GB, 4100 mAh," 6.4""", 1440 x 3040, Distribütör Garantili, Var, Yok, Var, 74.1 MM, Var, Var, Var, Samsung Exynos 9 Series 9820, Var, Dual-Core 2.73 GHz Mongoose M4,5.0, 2160p (Ultra HD) 4K, 2.73 GHz, % 87.54, Var, QHD+, USB Type-C, 3.1 Gen 1 (USB 3.0), 157.6 MM, 16 MP, 7.8 MM, Var, Var, 12 MP, 175 G, 60 fps,,8.0, Dynamic AMOLED, Yok,, IP6X, IPX8,, 8 MP,,,,128.0
1531,1531,https://www.n11.com/urun/samsung-galaxy-a71-128-gb-samsung-turkiye-garantili-1275086?magaza=hepsiphone," 4.039,00 ", Samsung, A71, Android, 32 MP, 64 MP, 8 GB, 4500 mAh," 6.7""", 1080 x 2400, Distribütör Garantili, Var, Var, Yok, 76 MM, Var, Var, Var, Qualcomm Snapdragon 730 (SM7150-AA), Var, Dual-core 2.2 Ghz Kryo 470 (Gold),5.0, 1080p (Full HD), 2.2 GHz, % 86.97, Yok, FHD+, USB Type-C, 2.0, 163.6 MM, 12 MP, 7.7 MM, Yok, Yok, 5 MP, 179 G, 30 fps, 5 MP,8.0, Super AMOLED, Yok,,,,,,,,,128.0
1532,1532,https://www.n11.com/urun/apple-iphone-7-32-gb-apple-turkiye-garantili-124307?magaza=hepsiphone," 4.125,00 ", Apple, iPhone 7, iOS, 7 MP, 12 MP, 2 GB, 1960 mAh," 4.7""", 750 x 1334, Distribütör Garantili, Yok, Yok, Var, 67.1 MM, Var, Var, Yok, Apple A10 Fusion, Var, Quad-Core 2.34 GHz,4.2, 2160p (Ultra HD) 4K, 2.34 GHz, % 65.61, Var, HD+, Lightning, 2.0, 138.3 MM,, 7.1 MM, Var, Var,, 138 G, 30 fps,,4.0, IPS LCD, Yok, Yok, IP6X, IPX7,,,,,,32.0
1533,1533,https://www.n11.com/urun/samsung-galaxy-m31-128-gb-samsung-turkiye-garantili-1293075?magaza=hepsiphone," 2.999,00 ", Samsung, Galaxy M31, Android, 32 MP, 64 MP, 6 GB, 6000 mAh," 6.4""", 1080 x 2340, Distribütör Garantili, Var, Var, Yok, 75.1 MM, Var, Var, Var, Samsung Exynos 7 Series 9611, Var, Quad-core 2.3 GHz ARM Cortex-A73,5.0, 2160p (Ultra HD) 4K, 2.3 GHz, % 83.35, Yok, FHD+, USB Type-C, 2.0, 159.2 MM, 8 MP, 8.9 MM, Yok, Var, 5 MP, 191 G, 30 fps, 5 MP,8.0, Super AMOLED, Yok,,,,,,,,,128.0
1534,1534,https://www.n11.com/urun/samsung-galaxy-a51-128-gb-samsung-turkiye-garantili-1222359?magaza=hepsiphone," 3.599,00 ", Samsung, Galaxy A51, Android, 32 MP, 48 MP, 6 GB, 4000 mAh," 6.5""", 1080 x 2400, Distribütör Garantili, Var, Var, Yok, 73.6 MM, Var, Var, Var, Samsung Exynos 7 Series 9611, Var, Quad-core 2.3 GHz ARM Cortex-A73,5.0, 2160p (Ultra HD) 4K, 2.3 GHz, % 87.3, Yok, FHD+, USB Type-C, 2.0, 158.5 MM, 12 MP, 7.9 MM, Yok, Var, 5 MP, 172 G, 30 fps, 5 MP,8.0, Super AMOLED, Yok,,,,,,,,,128.0
1535,1535,https://www.n11.com/urun/apple-iphone-11-pro-max-64-gb-apple-turkiye-garantili-1110149?magaza=hepsiphone," 12.909,00 ", Apple, iPhone 11 Pro Max, iOS, 12 MP, 12 MP, 4 GB, 3969 mAh," 6.5""", 1242 x 2688, Distribütör Garantili, Var, Yok, Var, 77.8 MM, Var, Var, Yok, Apple A13 Bionic, Var, Dual-Core 2.65 GHz Lightning,5.0, 2160p (Ultra HD) 4K, 2.65 GHz, % 82.69, Var, FHD+, Lightning, 2.0, 158 MM, 12 MP, 8.1 MM, Var, Yok, 12 MP, 226 G, 60 fps,,6.0, OLED, Yok, Var, IP6X, IPX8,,, 2x Optik,,,64.0
1536,1536,https://www.n11.com/urun/apple-iphone-11-pro-max-256-gb-apple-turkiye-garantili-1110095?magaza=hepsiphone," 14.989,00 ", Apple, iPhone 11 Pro Max, iOS, 12 MP, 12 MP, 4 GB, 3969 mAh," 6.5""", 1242 x 2688, Distribütör Garantili, Var, Yok, Var, 77.8 MM, Var, Var, Yok, Apple A13 Bionic, Var, Dual-Core 2.65 GHz Lightning,5.0, 2160p (Ultra HD) 4K, 2.65 GHz, % 82.69, Var, FHD+, Lightning, 2.0, 158 MM, 12 MP, 8.1 MM, Var, Yok, 12 MP, 226 G, 60 fps,,6.0, OLED, Yok, Var, IP6X, IPX8,,, 2x Optik,,,256.0
1537,1537,https://www.n11.com/urun/apple-iphone-se-2020-64-gb-apple-turkiye-garantili-1381478?magaza=hepsiphone," 4.921,00 ", Apple, iPhone SE 2020, iOS, 7 MP, 12 MP, 3 GB, 1821 mAh," 4.7""", 750 x 1334, Distribütör Garantili, Var,, Var, 67.3 MM, Var, Var,, Apple A13 Bionic, Var,,5.0, 2160p (Ultra HD) 4K, 2.6 GHz, % 65.36, Var,, Lightning,, 138.4 MM,, 7.3 MM, Var, Var,, 148 G, 60 fps,,6.0, IPS LCD,,, IP6X, IPX7,,,,,,64.0
1538,1538,https://www.n11.com/urun/apple-iphone-xr-64-gb-apple-turkiye-garantili-795284?magaza=hepsiphone," 6.557,00 ", Apple, iPhone XR, iOS, 7 MP, 12 MP, 3 GB, 2942 mAh," 6.1""", 828 x 1792, Distribütör Garantili, Var, Yok, Var, 75.7 MM, Var, Var, Yok, Apple A12 Bionic, Var, Dual-Core 2.5 GHz Vortex,5.0, 2160p (Ultra HD) 4K, 2.5 GHz, % 78.31, Var, HD+, Lightning, 2.0, 150.9 MM,, 8.3 MM, Var, Yok,, 194 G, 60 fps,,6.0, IPS LCD, Yok, Var, IP6X, IPX7,,,,,,64.0
1539,1539,https://www.n11.com/urun/xiaomi-redmi-note-8-64-gb4-gb-duos-xiaomi-turkiye-garantili-1126452?magaza=onlinealisveris," 2.834,00 ", Xiaomi, Redmi Note 8, Android, 13, 48 MP, 4 GB, 4000 mAh," 6.3""", 1080 x 2340, Distribütör Garantili, Var, Var, Yok, 75.3 MM, Yok, Var, Var, Qualcomm Snapdragon 665 (SM6125), Var, Quad-Core 2.0 GHz Kryo 260 (Gold),4.2, 2160p (Ultra HD) 4K, 2.0 GHz, % 80.98, Yok, FHD+, USB Type-C, 2.0, 158.3 MM, 8 MP, 8.4 MM, Var, Var, 2 MP, 190 G, 30 fps, 2 MP,8.0, IPS LCD, Yok, Var,,,,,,,,64.0
1540,1540,https://www.n11.com/urun/samsung-galaxy-a11-32-gb-samsung-turkiye-garantili-1402323?magaza=hepsiphone," 2.251,00 ", Samsung, Galaxy A11, Android, 8 MP, 13 MP, 2 GB, 4000 mAh," 6.4""", 720 x 1560, Distribütör Garantili, Var,,, 76.3 MM, Var, Var, Var, Qualcomm Snapdragon 450 (SDM450), Var, Octa-Core 1.8 Ghz ARM Cortex-A53,4.2, 1080p (Full HD), 1.8 GHz, % 81.4,, HD+, USB Type-C, 2.0, 161.4 MM, 5 MP, 8 MM,,, 2 MP, 177 G, 30 fps,,8.0, PLS,,,,,,,,,,32.0
1541,1541,https://www.n11.com/urun/samsung-galaxy-s20-fe-128-gb-samsung-turkiye-garantili-1557583?magaza=hepsiphone," 6.499,00 ", Samsung, S20 FE, Android, 32 MP, 12 MP, 6 GB, 4500 mAh," 6.5""", 1080 x 2400, Distribütör Garantili, Var,, Var, 74.55 MM, Var, Var, Var, Samsung Exynos 990, Var, Dual-core 2.73 GHz Mongoose M5,5.0, 2160p (Ultra HD) 4K, 2.73 GHz, % 85.52, Var, FHD+, USB Type-C,, 159.8 MM, 12 MP, 8.4 MM, Var, Var, 8 MP, 190 G, 60 fps,,8.0, Super AMOLED,, Var, IP6X, IPX8,,, 3x Optik,,,128.0
1542,1542,https://www.n11.com/urun/samsung-galaxy-s20-128-gb-samsung-turkiye-garantili-1254902?magaza=hepsiphone," 7.299,00 ", Samsung, Galaxy S20, Android, 10 MP, 12 MP, 8 GB, 4000 mAh," 6.2""", 1440 x 3200, Distribütör Garantili, Var, Var, Var, 69.1 MM, Var, Var, Var, Samsung Exynos 990, Var, Dual-core 2.73 GHz Mongoose M5,5.0, 4320p (Ultra HD) 8K, 2.73 GHz, % 89.63, Var, QHD+,,, 151.7 MM, 12 MP, 7.9 MM, Var, Var, 64 MP, 163 G, 24 fps,,8.0, Dynamic AMOLED, Yok, Var, IP6X, IPX8,,, 3x Optik,,,128.0
1543,1543,https://www.n11.com/urun/samsung-galaxy-a31-duos-128-gb-samsung-turkiye-garantili-1345263?magaza=hepsiphone," 2.929,00 ", Samsung, Galaxy A31, Android, 20 MP, 48 MP, 4 GB, 5000 mAh," 6.4""", 1080 x 2400, Distribütör Garantili,, Var,, 73.1 MM, Var, Var, Var,, Var, MediaTek MT6768 (Quad 2GHz + Quad 1.7GHz),, 1080p (Full HD),,, Var, FHD+,,, 159.3 MM, 5 MP, 8.6 MM,, Var, 8 MP, 185 G, 30 fps, 5 MP,, Super AMOLED,,,,,,,,,,128.0
1544,1544,https://www.n11.com/urun/general-mobile-gm-10-64-gb-general-mobile-turkiye-garantili-1460656?magaza=hepsiphone," 1.985,00 ", General Mobile, GM 10, Android, 8 MP, 13 MP, 3 GB, 4000 mAh," 6.52""", 720 x 1600, Distribütör Garantili,,,, 76.5 MM,, Var, Var, MediaTek MT6762D (Helio A25), Var, Quad-core 1.8 GHz ARM Cortex-A53,5.0, 1080p (Full HD), 1.8 GHz, % 80.01,, HD+, Micro-USB, 2.0, 166.2 MM, 5 MP, 8.4 MM,, Var, 2 MP, 175 G, 30 fps,,8.0, IPS LCD,,,,,,,,,,64.0
